"currentWeight","theoreticalCount","site","trueCount"
"0.35000000000000003","106","https://www.rarecarat.com/Home/GetZales/3b60c3d4-a36e-4c73-8b70-11f7892315f8","40"
"0.35000000000000003","333","https://www.rarecarat.com/Home/GetRitani/3b60c3d4-a36e-4c73-8b70-11f7892315f8","25"
"0.35000000000000003","917","https://www.rarecarat.com/Home/GetZoara/3b60c3d4-a36e-4c73-8b70-11f7892315f8","20"
"0.35000000000000003","133","https://www.rarecarat.com/Home/GetWonderJewelers/3b60c3d4-a36e-4c73-8b70-11f7892315f8","50"
"0.36000000000000004","88","https://www.rarecarat.com/Home/GetWhiteflash/8b1a84f3-3116-48a3-878c-168796ae06a7","50"
"0.36000000000000004","83","https://www.rarecarat.com/Home/GetZales/8b1a84f3-3116-48a3-878c-168796ae06a7","40"
"0.36000000000000004","278","https://www.rarecarat.com/Home/GetRitani/8b1a84f3-3116-48a3-878c-168796ae06a7","25"
"0.36000000000000004","731","https://www.rarecarat.com/Home/GetZoara/8b1a84f3-3116-48a3-878c-168796ae06a7","20"
"0.36000000000000004","112","https://www.rarecarat.com/Home/GetWonderJewelers/8b1a84f3-3116-48a3-878c-168796ae06a7","50"
"0.37000000000000005","49","https://www.rarecarat.com/Home/GetWhiteflash/e3c9922f-fc35-418f-b775-d07b7607bc25","49"
"0.37000000000000005","47","https://www.rarecarat.com/Home/GetZales/e3c9922f-fc35-418f-b775-d07b7607bc25","40"
"0.37000000000000005","270","https://www.rarecarat.com/Home/GetRitani/e3c9922f-fc35-418f-b775-d07b7607bc25","25"
"0.37000000000000005","582","https://www.rarecarat.com/Home/GetZoara/e3c9922f-fc35-418f-b775-d07b7607bc25","20"
"0.37000000000000005","89","https://www.rarecarat.com/Home/GetWonderJewelers/e3c9922f-fc35-418f-b775-d07b7607bc25","50"
"0.38000000000000006","33","https://www.rarecarat.com/Home/GetWhiteflash/ab6e013a-f4e1-46ff-8b35-addfe5b33f48","33"
"0.38000000000000006","31","https://www.rarecarat.com/Home/GetZales/ab6e013a-f4e1-46ff-8b35-addfe5b33f48","31"
"0.38000000000000006","350","https://www.rarecarat.com/Home/GetRitani/ab6e013a-f4e1-46ff-8b35-addfe5b33f48","25"
"0.38000000000000006","558","https://www.rarecarat.com/Home/GetZoara/ab6e013a-f4e1-46ff-8b35-addfe5b33f48","19"
"0.38000000000000006","69","https://www.rarecarat.com/Home/GetWonderJewelers/ab6e013a-f4e1-46ff-8b35-addfe5b33f48","50"
"0.39000000000000007","24","https://www.rarecarat.com/Home/GetWhiteflash/912df6df-9d4d-4837-97bb-34dac8dcb675","24"
"0.39000000000000007","12","https://www.rarecarat.com/Home/GetZales/912df6df-9d4d-4837-97bb-34dac8dcb675","12"
"0.39000000000000007","45","https://www.rarecarat.com/Home/GetRitani/912df6df-9d4d-4837-97bb-34dac8dcb675","25"
"0.39000000000000007","81","https://www.rarecarat.com/Home/GetZoara/912df6df-9d4d-4837-97bb-34dac8dcb675","20"
"0.39000000000000007","38","https://www.rarecarat.com/Home/GetWonderJewelers/912df6df-9d4d-4837-97bb-34dac8dcb675","38"
"0.4000000000000001","216","https://www.rarecarat.com/Home/GetWhiteflash/648cfb8e-80db-476f-b028-a4ab4c9f4cc6","50"
"0.4000000000000001","312","https://www.rarecarat.com/Home/GetZales/648cfb8e-80db-476f-b028-a4ab4c9f4cc6","40"
"0.4000000000000001","2954","https://www.rarecarat.com/Home/GetRitani/648cfb8e-80db-476f-b028-a4ab4c9f4cc6","25"
"0.4000000000000001","5407","https://www.rarecarat.com/Home/GetZoara/648cfb8e-80db-476f-b028-a4ab4c9f4cc6","20"
"0.4000000000000001","394","https://www.rarecarat.com/Home/GetWonderJewelers/648cfb8e-80db-476f-b028-a4ab4c9f4cc6","50"
"0.4100000000000001","123","https://www.rarecarat.com/Home/GetWhiteflash/934cb8a2-3b61-4785-854e-fc9041837b62","50"
"0.4100000000000001","151","https://www.rarecarat.com/Home/GetZales/934cb8a2-3b61-4785-854e-fc9041837b62","40"
"0.4100000000000001","529","https://www.rarecarat.com/Home/GetRitani/934cb8a2-3b61-4785-854e-fc9041837b62","25"
"0.4100000000000001","1186","https://www.rarecarat.com/Home/GetZoara/934cb8a2-3b61-4785-854e-fc9041837b62","20"
"0.4100000000000001","197","https://www.rarecarat.com/Home/GetWonderJewelers/934cb8a2-3b61-4785-854e-fc9041837b62","50"
"0.4200000000000001","63","https://www.rarecarat.com/Home/GetWhiteflash/7d0b7880-e6aa-4155-b828-a380ccb0cb27","50"
"0.4200000000000001","75","https://www.rarecarat.com/Home/GetZales/7d0b7880-e6aa-4155-b828-a380ccb0cb27","40"
"0.4200000000000001","280","https://www.rarecarat.com/Home/GetRitani/7d0b7880-e6aa-4155-b828-a380ccb0cb27","25"
"0.4200000000000001","691","https://www.rarecarat.com/Home/GetZoara/7d0b7880-e6aa-4155-b828-a380ccb0cb27","20"
"0.4200000000000001","126","https://www.rarecarat.com/Home/GetWonderJewelers/7d0b7880-e6aa-4155-b828-a380ccb0cb27","50"
"0.4300000000000001","35","https://www.rarecarat.com/Home/GetWhiteflash/5f714c95-322c-4795-8553-c1b727436b03","35"
"0.4300000000000001","45","https://www.rarecarat.com/Home/GetZales/5f714c95-322c-4795-8553-c1b727436b03","40"
"0.4300000000000001","134","https://www.rarecarat.com/Home/GetRitani/5f714c95-322c-4795-8553-c1b727436b03","25"
"0.4300000000000001","355","https://www.rarecarat.com/Home/GetZoara/5f714c95-322c-4795-8553-c1b727436b03","20"
"0.4300000000000001","88","https://www.rarecarat.com/Home/GetWonderJewelers/5f714c95-322c-4795-8553-c1b727436b03","50"
"0.4400000000000001","28","https://www.rarecarat.com/Home/GetWhiteflash/1996a53a-9cef-43c2-b266-688bff2acd36","28"
"0.4400000000000001","30","https://www.rarecarat.com/Home/GetZales/1996a53a-9cef-43c2-b266-688bff2acd36","30"
"0.4400000000000001","66","https://www.rarecarat.com/Home/GetRitani/1996a53a-9cef-43c2-b266-688bff2acd36","25"
"0.4400000000000001","174","https://www.rarecarat.com/Home/GetZoara/1996a53a-9cef-43c2-b266-688bff2acd36","20"
"0.4400000000000001","73","https://www.rarecarat.com/Home/GetWonderJewelers/1996a53a-9cef-43c2-b266-688bff2acd36","50"
"0.4500000000000001","31","https://www.rarecarat.com/Home/GetWhiteflash/55befd50-890f-4914-8ce2-614ac46bd286","31"
"0.4500000000000001","14","https://www.rarecarat.com/Home/GetZales/55befd50-890f-4914-8ce2-614ac46bd286","14"
"0.4500000000000001","814","https://www.rarecarat.com/Home/GetRitani/55befd50-890f-4914-8ce2-614ac46bd286","25"
"0.4500000000000001","671","https://www.rarecarat.com/Home/GetZoara/55befd50-890f-4914-8ce2-614ac46bd286","20"
"0.4500000000000001","68","https://www.rarecarat.com/Home/GetWonderJewelers/55befd50-890f-4914-8ce2-614ac46bd286","50"
"0.46000000000000013","25","https://www.rarecarat.com/Home/GetWhiteflash/131538b4-f2b8-4c27-aab2-e22d58d57545","25"
"0.46000000000000013","18","https://www.rarecarat.com/Home/GetZales/131538b4-f2b8-4c27-aab2-e22d58d57545","18"
"0.46000000000000013","556","https://www.rarecarat.com/Home/GetRitani/131538b4-f2b8-4c27-aab2-e22d58d57545","25"
"0.46000000000000013","518","https://www.rarecarat.com/Home/GetZoara/131538b4-f2b8-4c27-aab2-e22d58d57545","18"
"0.46000000000000013","70","https://www.rarecarat.com/Home/GetWonderJewelers/131538b4-f2b8-4c27-aab2-e22d58d57545","50"
"0.47000000000000014","12","https://www.rarecarat.com/Home/GetWhiteflash/333844b6-e4ed-4678-8fba-b88e4e4f3648","12"
"0.47000000000000014","11","https://www.rarecarat.com/Home/GetZales/333844b6-e4ed-4678-8fba-b88e4e4f3648","11"
"0.47000000000000014","35","https://www.rarecarat.com/Home/GetRitani/333844b6-e4ed-4678-8fba-b88e4e4f3648","25"
"0.47000000000000014","69","https://www.rarecarat.com/Home/GetZoara/333844b6-e4ed-4678-8fba-b88e4e4f3648","20"
"0.47000000000000014","36","https://www.rarecarat.com/Home/GetWonderJewelers/333844b6-e4ed-4678-8fba-b88e4e4f3648","36"
"0.48000000000000015","5","https://www.rarecarat.com/Home/GetWhiteflash/c9415c0a-cadb-41c1-b820-1ff68363ed74","5"
"0.48000000000000015","4","https://www.rarecarat.com/Home/GetZales/c9415c0a-cadb-41c1-b820-1ff68363ed74","4"
"0.48000000000000015","23","https://www.rarecarat.com/Home/GetRitani/c9415c0a-cadb-41c1-b820-1ff68363ed74","23"
"0.48000000000000015","26","https://www.rarecarat.com/Home/GetZoara/c9415c0a-cadb-41c1-b820-1ff68363ed74","20"
"0.48000000000000015","20","https://www.rarecarat.com/Home/GetWonderJewelers/c9415c0a-cadb-41c1-b820-1ff68363ed74","20"
"0.49000000000000016","9","https://www.rarecarat.com/Home/GetWhiteflash/318086cc-a44c-47b5-a80f-b2a65ec5c1aa","9"
"0.49000000000000016","7","https://www.rarecarat.com/Home/GetZales/318086cc-a44c-47b5-a80f-b2a65ec5c1aa","7"
"0.49000000000000016","5","https://www.rarecarat.com/Home/GetRitani/318086cc-a44c-47b5-a80f-b2a65ec5c1aa","5"
"0.49000000000000016","11","https://www.rarecarat.com/Home/GetZoara/318086cc-a44c-47b5-a80f-b2a65ec5c1aa","11"
"0.49000000000000016","23","https://www.rarecarat.com/Home/GetWonderJewelers/318086cc-a44c-47b5-a80f-b2a65ec5c1aa","23"
"0.5000000000000001","258","https://www.rarecarat.com/Home/GetWhiteflash/203a470b-04e3-44e1-940d-de28425be904","50"
"0.5000000000000001","378","https://www.rarecarat.com/Home/GetZales/203a470b-04e3-44e1-940d-de28425be904","40"
"0.5000000000000001","5752","https://www.rarecarat.com/Home/GetRitani/203a470b-04e3-44e1-940d-de28425be904","25"
"0.5000000000000001","8321","https://www.rarecarat.com/Home/GetZoara/203a470b-04e3-44e1-940d-de28425be904","20"
"0.5000000000000001","706","https://www.rarecarat.com/Home/GetWonderJewelers/203a470b-04e3-44e1-940d-de28425be904","50"
"0.5100000000000001","132","https://www.rarecarat.com/Home/GetWhiteflash/83989d50-7e83-4ce3-b01e-e1425cd9c158","50"
"0.5100000000000001","149","https://www.rarecarat.com/Home/GetZales/83989d50-7e83-4ce3-b01e-e1425cd9c158","40"
"0.5100000000000001","1387","https://www.rarecarat.com/Home/GetRitani/83989d50-7e83-4ce3-b01e-e1425cd9c158","25"
"0.5100000000000001","1910","https://www.rarecarat.com/Home/GetZoara/83989d50-7e83-4ce3-b01e-e1425cd9c158","20"
"0.5100000000000001","336","https://www.rarecarat.com/Home/GetWonderJewelers/83989d50-7e83-4ce3-b01e-e1425cd9c158","50"
"0.5200000000000001","89","https://www.rarecarat.com/Home/GetWhiteflash/79dcbba2-867a-4c41-9df5-7b46f347a9d8","50"
"0.5200000000000001","92","https://www.rarecarat.com/Home/GetZales/79dcbba2-867a-4c41-9df5-7b46f347a9d8","40"
"0.5200000000000001","880","https://www.rarecarat.com/Home/GetRitani/79dcbba2-867a-4c41-9df5-7b46f347a9d8","25"
"0.5200000000000001","1183","https://www.rarecarat.com/Home/GetZoara/79dcbba2-867a-4c41-9df5-7b46f347a9d8","18"
"0.5200000000000001","229","https://www.rarecarat.com/Home/GetWonderJewelers/79dcbba2-867a-4c41-9df5-7b46f347a9d8","50"
"0.5300000000000001","81","https://www.rarecarat.com/Home/GetWhiteflash/df9ce88c-677e-4898-b9c2-ee9bffd2ce53","50"
"0.5300000000000001","78","https://www.rarecarat.com/Home/GetZales/df9ce88c-677e-4898-b9c2-ee9bffd2ce53","40"
"0.5300000000000001","656","https://www.rarecarat.com/Home/GetRitani/df9ce88c-677e-4898-b9c2-ee9bffd2ce53","25"
"0.5300000000000001","1000","https://www.rarecarat.com/Home/GetZoara/df9ce88c-677e-4898-b9c2-ee9bffd2ce53","20"
"0.5300000000000001","187","https://www.rarecarat.com/Home/GetWonderJewelers/df9ce88c-677e-4898-b9c2-ee9bffd2ce53","50"
"0.5400000000000001","83","https://www.rarecarat.com/Home/GetWhiteflash/f6f169de-7658-40a9-bdc9-faefabd733f0","50"
"0.5400000000000001","67","https://www.rarecarat.com/Home/GetZales/f6f169de-7658-40a9-bdc9-faefabd733f0","40"
"0.5400000000000001","512","https://www.rarecarat.com/Home/GetRitani/f6f169de-7658-40a9-bdc9-faefabd733f0","25"
"0.5400000000000001","968","https://www.rarecarat.com/Home/GetZoara/f6f169de-7658-40a9-bdc9-faefabd733f0","20"
"0.5400000000000001","187","https://www.rarecarat.com/Home/GetWonderJewelers/f6f169de-7658-40a9-bdc9-faefabd733f0","50"
"0.5500000000000002","60","https://www.rarecarat.com/Home/GetWhiteflash/25bc3f02-80b7-4399-820d-d00dedeaf403","50"
"0.5500000000000002","45","https://www.rarecarat.com/Home/GetZales/25bc3f02-80b7-4399-820d-d00dedeaf403","40"
"0.5500000000000002","434","https://www.rarecarat.com/Home/GetRitani/25bc3f02-80b7-4399-820d-d00dedeaf403","25"
"0.5500000000000002","772","https://www.rarecarat.com/Home/GetZoara/25bc3f02-80b7-4399-820d-d00dedeaf403","20"
"0.5500000000000002","131","https://www.rarecarat.com/Home/GetWonderJewelers/25bc3f02-80b7-4399-820d-d00dedeaf403","50"
"0.5600000000000002","53","https://www.rarecarat.com/Home/GetWhiteflash/7795a22c-5f10-47ac-9d65-1c98efe05813","50"
"0.5600000000000002","47","https://www.rarecarat.com/Home/GetZales/7795a22c-5f10-47ac-9d65-1c98efe05813","40"
"0.5600000000000002","329","https://www.rarecarat.com/Home/GetRitani/7795a22c-5f10-47ac-9d65-1c98efe05813","25"
"0.5600000000000002","579","https://www.rarecarat.com/Home/GetZoara/7795a22c-5f10-47ac-9d65-1c98efe05813","20"
"0.5600000000000002","147","https://www.rarecarat.com/Home/GetWonderJewelers/7795a22c-5f10-47ac-9d65-1c98efe05813","50"
"0.5700000000000002","63","https://www.rarecarat.com/Home/GetWhiteflash/1dad152f-2852-4783-a528-b1d693f83d62","50"
"0.5700000000000002","37","https://www.rarecarat.com/Home/GetZales/1dad152f-2852-4783-a528-b1d693f83d62","37"
"0.5700000000000002","290","https://www.rarecarat.com/Home/GetRitani/1dad152f-2852-4783-a528-b1d693f83d62","25"
"0.5700000000000002","459","https://www.rarecarat.com/Home/GetZoara/1dad152f-2852-4783-a528-b1d693f83d62","20"
"0.5700000000000002","133","https://www.rarecarat.com/Home/GetWonderJewelers/1dad152f-2852-4783-a528-b1d693f83d62","50"
"0.5800000000000002","36","https://www.rarecarat.com/Home/GetWhiteflash/5a5b2ef6-85ac-4f06-8c6b-d8542032a9f3","36"
"0.5800000000000002","39","https://www.rarecarat.com/Home/GetZales/5a5b2ef6-85ac-4f06-8c6b-d8542032a9f3","39"
"0.5800000000000002","227","https://www.rarecarat.com/Home/GetRitani/5a5b2ef6-85ac-4f06-8c6b-d8542032a9f3","25"
"0.5800000000000002","422","https://www.rarecarat.com/Home/GetZoara/5a5b2ef6-85ac-4f06-8c6b-d8542032a9f3","20"
"0.5800000000000002","99","https://www.rarecarat.com/Home/GetWonderJewelers/5a5b2ef6-85ac-4f06-8c6b-d8542032a9f3","50"
"0.5900000000000002","35","https://www.rarecarat.com/Home/GetWhiteflash/6bad4b95-13c7-4b6c-856c-c4b542dc91c3","35"
"0.5900000000000002","22","https://www.rarecarat.com/Home/GetZales/6bad4b95-13c7-4b6c-856c-c4b542dc91c3","22"
"0.5900000000000002","74","https://www.rarecarat.com/Home/GetRitani/6bad4b95-13c7-4b6c-856c-c4b542dc91c3","25"
"0.5900000000000002","159","https://www.rarecarat.com/Home/GetZoara/6bad4b95-13c7-4b6c-856c-c4b542dc91c3","20"
"0.5900000000000002","87","https://www.rarecarat.com/Home/GetWonderJewelers/6bad4b95-13c7-4b6c-856c-c4b542dc91c3","50"
"0.6000000000000002","201","https://www.rarecarat.com/Home/GetWhiteflash/9dd0d33c-dac0-4e49-8a85-ec7b9e4cd598","50"
"0.6000000000000002","161","https://www.rarecarat.com/Home/GetZales/9dd0d33c-dac0-4e49-8a85-ec7b9e4cd598","40"
"0.6000000000000002","1271","https://www.rarecarat.com/Home/GetRitani/9dd0d33c-dac0-4e49-8a85-ec7b9e4cd598","25"
"0.6000000000000002","1897","https://www.rarecarat.com/Home/GetZoara/9dd0d33c-dac0-4e49-8a85-ec7b9e4cd598","20"
"0.6000000000000002","311","https://www.rarecarat.com/Home/GetWonderJewelers/9dd0d33c-dac0-4e49-8a85-ec7b9e4cd598","50"
"0.6100000000000002","108","https://www.rarecarat.com/Home/GetWhiteflash/fdaed661-c013-49e6-9238-d8e0799d2188","50"
"0.6100000000000002","58","https://www.rarecarat.com/Home/GetZales/fdaed661-c013-49e6-9238-d8e0799d2188","40"
"0.6100000000000002","377","https://www.rarecarat.com/Home/GetRitani/fdaed661-c013-49e6-9238-d8e0799d2188","25"
"0.6100000000000002","587","https://www.rarecarat.com/Home/GetZoara/fdaed661-c013-49e6-9238-d8e0799d2188","20"
"0.6100000000000002","143","https://www.rarecarat.com/Home/GetWonderJewelers/fdaed661-c013-49e6-9238-d8e0799d2188","50"
"0.6200000000000002","68","https://www.rarecarat.com/Home/GetWhiteflash/111a7dcb-e6af-4dcc-ba78-d331c3d581aa","50"
"0.6200000000000002","43","https://www.rarecarat.com/Home/GetZales/111a7dcb-e6af-4dcc-ba78-d331c3d581aa","40"
"0.6200000000000002","207","https://www.rarecarat.com/Home/GetRitani/111a7dcb-e6af-4dcc-ba78-d331c3d581aa","25"
"0.6200000000000002","341","https://www.rarecarat.com/Home/GetZoara/111a7dcb-e6af-4dcc-ba78-d331c3d581aa","20"
"0.6200000000000002","126","https://www.rarecarat.com/Home/GetWonderJewelers/111a7dcb-e6af-4dcc-ba78-d331c3d581aa","50"
"0.6300000000000002","47","https://www.rarecarat.com/Home/GetWhiteflash/a92beb85-7744-49ff-b8c2-564184b68cf1","47"
"0.6300000000000002","23","https://www.rarecarat.com/Home/GetZales/a92beb85-7744-49ff-b8c2-564184b68cf1","23"
"0.6300000000000002","165","https://www.rarecarat.com/Home/GetRitani/a92beb85-7744-49ff-b8c2-564184b68cf1","25"
"0.6300000000000002","253","https://www.rarecarat.com/Home/GetZoara/a92beb85-7744-49ff-b8c2-564184b68cf1","20"
"0.6300000000000002","80","https://www.rarecarat.com/Home/GetWonderJewelers/a92beb85-7744-49ff-b8c2-564184b68cf1","50"
"0.6400000000000002","33","https://www.rarecarat.com/Home/GetWhiteflash/b6a773d7-2024-48ac-b335-5ce09dd81079","33"
"0.6400000000000002","24","https://www.rarecarat.com/Home/GetZales/b6a773d7-2024-48ac-b335-5ce09dd81079","24"
"0.6400000000000002","95","https://www.rarecarat.com/Home/GetRitani/b6a773d7-2024-48ac-b335-5ce09dd81079","25"
"0.6400000000000002","174","https://www.rarecarat.com/Home/GetZoara/b6a773d7-2024-48ac-b335-5ce09dd81079","19"
"0.6400000000000002","71","https://www.rarecarat.com/Home/GetWonderJewelers/b6a773d7-2024-48ac-b335-5ce09dd81079","50"
"0.6500000000000002","24","https://www.rarecarat.com/Home/GetWhiteflash/fb4ac063-3017-4440-a9c5-b2541d184ed4","24"
"0.6500000000000002","18","https://www.rarecarat.com/Home/GetZales/fb4ac063-3017-4440-a9c5-b2541d184ed4","18"
"0.6500000000000002","70","https://www.rarecarat.com/Home/GetRitani/fb4ac063-3017-4440-a9c5-b2541d184ed4","25"
"0.6500000000000002","132","https://www.rarecarat.com/Home/GetZoara/fb4ac063-3017-4440-a9c5-b2541d184ed4","20"
"0.6500000000000002","68","https://www.rarecarat.com/Home/GetWonderJewelers/fb4ac063-3017-4440-a9c5-b2541d184ed4","50"
"0.6600000000000003","7","https://www.rarecarat.com/Home/GetWhiteflash/1e58f2f4-4d1f-4d78-b5a0-eb1b70a3b133","7"
"0.6600000000000003","4","https://www.rarecarat.com/Home/GetZales/1e58f2f4-4d1f-4d78-b5a0-eb1b70a3b133","4"
"0.6600000000000003","31","https://www.rarecarat.com/Home/GetRitani/1e58f2f4-4d1f-4d78-b5a0-eb1b70a3b133","25"
"0.6600000000000003","48","https://www.rarecarat.com/Home/GetZoara/1e58f2f4-4d1f-4d78-b5a0-eb1b70a3b133","20"
"0.6600000000000003","23","https://www.rarecarat.com/Home/GetWonderJewelers/1e58f2f4-4d1f-4d78-b5a0-eb1b70a3b133","23"
"0.6700000000000003","10","https://www.rarecarat.com/Home/GetWhiteflash/8e6dbd1a-0940-454e-8403-3a83dd21dcdf","10"
"0.6700000000000003","5","https://www.rarecarat.com/Home/GetZales/8e6dbd1a-0940-454e-8403-3a83dd21dcdf","5"
"0.6700000000000003","19","https://www.rarecarat.com/Home/GetRitani/8e6dbd1a-0940-454e-8403-3a83dd21dcdf","19"
"0.6700000000000003","24","https://www.rarecarat.com/Home/GetZoara/8e6dbd1a-0940-454e-8403-3a83dd21dcdf","20"
"0.6700000000000003","22","https://www.rarecarat.com/Home/GetWonderJewelers/8e6dbd1a-0940-454e-8403-3a83dd21dcdf","22"
"0.6800000000000003","17","https://www.rarecarat.com/Home/GetWhiteflash/c64618bd-fbd4-4062-8443-3a63cb1857b2","17"
"0.6800000000000003","7","https://www.rarecarat.com/Home/GetZales/c64618bd-fbd4-4062-8443-3a63cb1857b2","7"
"0.6800000000000003","9","https://www.rarecarat.com/Home/GetRitani/c64618bd-fbd4-4062-8443-3a63cb1857b2","9"
"0.6800000000000003","10","https://www.rarecarat.com/Home/GetZoara/c64618bd-fbd4-4062-8443-3a63cb1857b2","10"
"0.6800000000000003","21","https://www.rarecarat.com/Home/GetWonderJewelers/c64618bd-fbd4-4062-8443-3a63cb1857b2","21"
"0.6900000000000003","19","https://www.rarecarat.com/Home/GetWhiteflash/647cb865-5425-4170-a64e-8030df93b388","19"
"0.6900000000000003","7","https://www.rarecarat.com/Home/GetZales/647cb865-5425-4170-a64e-8030df93b388","7"
"0.6900000000000003","3","https://www.rarecarat.com/Home/GetRitani/647cb865-5425-4170-a64e-8030df93b388","3"
"0.6900000000000003","3","https://www.rarecarat.com/Home/GetZoara/647cb865-5425-4170-a64e-8030df93b388","3"
"0.6900000000000003","32","https://www.rarecarat.com/Home/GetWonderJewelers/647cb865-5425-4170-a64e-8030df93b388","32"
"0.7000000000000003","316","https://www.rarecarat.com/Home/GetWhiteflash/237ffa8e-a9e3-47b5-8fde-dc494f29646a","50"
"0.7000000000000003","719","https://www.rarecarat.com/Home/GetZales/237ffa8e-a9e3-47b5-8fde-dc494f29646a","40"
"0.7000000000000003","2641","https://www.rarecarat.com/Home/GetRitani/237ffa8e-a9e3-47b5-8fde-dc494f29646a","25"
"0.7000000000000003","3390","https://www.rarecarat.com/Home/GetZoara/237ffa8e-a9e3-47b5-8fde-dc494f29646a","20"
"0.7000000000000003","982","https://www.rarecarat.com/Home/GetWonderJewelers/237ffa8e-a9e3-47b5-8fde-dc494f29646a","50"
"0.7100000000000003","181","https://www.rarecarat.com/Home/GetWhiteflash/c390bdd7-ac9e-4260-aa24-3306f040278d","50"
"0.7100000000000003","199","https://www.rarecarat.com/Home/GetZales/c390bdd7-ac9e-4260-aa24-3306f040278d","40"
