Item ID #,Supplier Stock Ref,Cut,Carat,Color,Natural Fancy Color,Natural Fancy Color Intensity,Natural Fancy Color Overtone,Treated Color,Clarity,Make (Cut Grade),Grading Lab,Certificate Number,Certificate Path,Image Path,Online Report,Price Per Carat,Total Price,Polish,Symmetry,Measurements (LengthxWidthxHeight),Depth,Table,Crown Height,Pavilion Depth,Girdle (From / To),Culet Size,Culet Condition,Graining,Fluorescence Intensity,Fluorescence Color,Enhancement,Supplier,Country,State / Region,Remarks,Phone,Pair Stock Ref.,Email,priceVariance,rareCaretPrice,idexPrice,% Diff
115807603,18-4300,Round,0.5,H,,,,,SI2,Excellent,GIA,1139570750,http://DiamondTransactions.net/icp?di=115807603,,,2500,1250,Excellent,Excellent,5.16x5.13x3.11,60.4,59,,,,None,,,None,,,"A.D Diamonds, Inc",USA,Texas,,9727885288,,info@addiamondsusa.com,0.6367804381,1963,1250,36.32%
118290586,55364063,Round,0.5,I,,,,,SI2,Excellent,GIA,2248667945,http://DiamondTransactions.net/icp?di=118290586,,,1584,792,Excellent,Very Good,5.16x5.17x3.08,59.6,59,13.5,43,Thin / Slightly Thick,None,,,None,,,K.G.K Diamonds (Belgium),Belgium,,55364063,3232131157,,sales.antwerp@kgkmail.com,0.8443496802,938,792,15.57%
118555332,55360622,Round,0.5,I,,,,,SI2,Excellent,GIA,7248851124,http://DiamondTransactions.net/icp?di=118555332,,,1606,803,Excellent,Excellent,5.05x5.08x3.17,62.6,58,14,44.5,Medium / Slightly Thick,None,,,None,,,K.G.K Diamonds (Belgium),Belgium,,55360622,3232131157,,sales.antwerp@kgkmail.com,0.8551650692,939,803,14.48%
118138905,6205424157,Round,0.5,I,,,,,VS2,Fair,GIA,6205424157,http://DiamondTransactions.net/icp?di=118138905,http://stock1.bluestardiamonds.in/DiamondDetailNoMaster.aspx?sno=6205424157,,1522,761,Excellent,Very Good,4.87x4.84x3.24,66.7,52,,,,,,,None,,,Blue Star,Belgium,,,-209890,,vimal@antwerpstardiamonds.com,0.3639406982,2091,761,63.61%
118407146,145509,Round,0.5,I,,,,,SI1,Good,GIA,2185128766,http://DiamondTransactions.net/icp?di=118407146,,,1650,825,Excellent,Very Good,4.92x4.89x3.24,66.1,58,0.16,43.5,Thick / Very Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.8496395469,971,825,15.04%
116746305,139229,Round,0.5,F,,,,,SI2,Good,GIA,5246014087,http://DiamondTransactions.net/icp?di=116746305,,,1742,871,Excellent,Very Good,4.87x4.85x3.23,66.5,59,0.16,43.5,Very Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.4589041096,1898,871,54.11%
118085068,143968,Round,0.5,F,,,,,SI2,Good,GIA,2246616030,http://DiamondTransactions.net/icp?di=118085068,,,1664,832,Excellent,Very Good,4.94x4.91x3.19,64.8,59,0.15,43,Medium / Very Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.4383561644,1898,832,56.16%
118085070,143969,Round,0.5,G,,,,,SI2,Good,GIA,6245603518,http://DiamondTransactions.net/icp?di=118085070,,,1600,800,Excellent,Very Good,4.97x4.94x3.23,65.2,57,0.17,43.5,Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.3610108303,2216,800,63.90%
118337143,138533,Round,0.5,H,,,,,SI2,Good,GIA,2185034490,http://DiamondTransactions.net/icp?di=118337143,,,1584,792,Excellent,Excellent,4.93x4.9x3.22,65.6,58,0.16,43,Slightly Thick / Very Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.4034640856,1963,792,59.65%
118138916,3205353492,Round,0.5,I,,,,,SI2,Good,GIA,3205353492,http://DiamondTransactions.net/icp?di=118138916,http://stock1.bluestardiamonds.in/DiamondDetailNoMaster.aspx?sno=3205353492,,1444,722,Excellent,Very Good,4.9x4.84x3.24,66.5,57,,,,,,,None,,,Blue Star,Belgium,,,-209890,,vimal@antwerpstardiamonds.com,0.7697228145,938,722,23.03%
118883260,A900-137,Round,0.5,I,,,,,VS2,Good,GIA,7231214928,http://DiamondTransactions.net/icp?di=118883260,,,1708,854,Excellent,Very Good,4.92x4.9x3.24,65.9,58,16.5,44,,None,,,None,,,Rosy Blue Sales Ltd.,Israel,,,972-3-5750520,,michael.joseph@rosyblue.com,0.4084170253,2091,854,59.16%
116011516,158-126,Round,0.5,G,,,,,SI2,Very Good,GIA,7231784986,http://DiamondTransactions.net/icp?di=116011516,,,1600,800,Excellent,Very Good,4.99x4.97x3.22,64.6,56,17.5,43,Thin / Slightly Thick,,,,None,,,R. Mukesh & Co,USA,New York,,-61110931,,sales@veergems.com,0.3610108303,2216,800,63.90%
117224629,138522,Round,0.5,G,,,,,SI2,Very Good,GIA,2181034467,http://DiamondTransactions.net/icp?di=117224629,,,1825,912.5,Excellent,Very Good,5.04x5.01x3.21,64,58,0.16,43.5,Medium / Slightly Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.4120036101,2216,912.5,58.82%
118312008,144726,Round,0.5,G,,,,,SI2,Very Good,GIA,2246721478,http://DiamondTransactions.net/icp?di=118312008,,,1750,875,Excellent,Very Good,5.06x5.04x3.18,63,58,0.14,44,Medium / Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.3948555957,2216,875,60.51%
118327870,SBJ109856,Round,0.5,G,,,,,SI2,Very Good,GIA,5243603370,http://DiamondTransactions.net/icp?di=118327870,,http://www.om-barak.com/barak/Output/Certificates/SBJ109856.jpg,1811,905.5,Excellent,Very Good,5.02x4.99x3.19,63.7,57,16.5,42.5,Slightly Thick / Thick,None,,,None,,,Ofer Mizrahi Diamonds Ltd.,USA,Minnesota,,312-558-9060,,ben@om-diamonds.com,0.4088447653,2216,905.5,59.14%
115624361,29375,Round,0.5,G,,,,,SI2,Very Good,GIA,2227743376,http://DiamondTransactions.net/icp?di=115624361,,,2080,1040,Excellent,Very Good,4.98x5.01x3.17,63.5,57,,,,None,,,None,,,M & D Pienica Bvba,Belgium,,,-2333835,,serge@mdpienica.com,0.4693140794,2216,1040,53.07%
118450197,29905,Round,0.5,G,,,,,SI2,Very Good,GIA,5171999201,http://DiamondTransactions.net/icp?di=118450197,,,2000,1000,Excellent,Very Good,5.09x5.12x3.09,60.5,58,,,,,,,None,,,M & D Pienica Bvba,Belgium,,,-2333835,,serge@mdpienica.com,0.4512635379,2216,1000,54.87%
117148766,39658,Round,0.5,I,,,,,SI2,Very Good,GIA,2175876969,http://DiamondTransactions.net/icp?di=117148766,,,1580,790,Excellent,Very Good,5.14x5.13x3.08,59.9,63,,,Medium / Thick,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.842217484,938,790,15.78%
118878022,55409565,Round,0.5,I,,,,,VS2,Very Good,GIA,2247956576,http://DiamondTransactions.net/icp?di=118878022,,,1876,938,Excellent,Very Good,5.21x5.23x3.02,57.8,64,11,43.5,Medium / Slightly Thick,None,,,None,,,K.G.K Diamonds (Belgium),Belgium,,55409565,3232131157,,sales.antwerp@kgkmail.com,0.4485891918,2091,938,55.14%
117163672,17207,Round,0.5,I,,,,,VS2,Very Good,GIA,7223579239,http://DiamondTransactions.net/icp?di=117163672,http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/17207.jpg,,2212,1106,Excellent,Very Good,5.05x4.99x3.2,63.7,56,16,43.5,Medium / Slightly Thick,None,,,None,,,Bengal Protea LTD,USA,North Carolina,Inscribed,1-336-299-0299,,askbengal@gmail.com,0.5289335246,2091,1106,47.11%
117110499,R14772,Round,0.5,I,,,,,VS2,Very Good,GIA,7211777772,http://DiamondTransactions.net/icp?di=117110499,,,2800,1400,Excellent,Very Good,4.93x4.98x3.19,64.3,57,,,,None,Pointed,,None,,,Tristar Bvba,Belgium,,,-498011,,tristar409@gmail.com,0.6695361071,2091,1400,33.05%
117369070,42063,Round,0.5,F,,,,,SI2,Very Good,GIA,1182045631,http://DiamondTransactions.net/icp?di=117369070,,,1875,937.5,Very Good,Very Good,5.24x5.2x3.04,58.3,62,,,Thin / Medium,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.4527027027,2072,937.5,54.75%
118610845,43062,Round,0.5,F,,,,,SI2,Very Good,GIA,5182087212,http://DiamondTransactions.net/icp?di=118610845,,,1870,935,Very Good,Very Good,5.07x5.03x3.14,62.2,61,,,Slightly Thick / Thick,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.4512548263,2072,935,54.87%
118721019,52537,Round,0.5,F,,,,,SI2,Very Good,GIA,7242131761,http://DiamondTransactions.net/icp?di=118721019,http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/5401573-52537.jpg,,1830,915,Very Good,Very Good,5.09x5.06x3.07,60.4,60,13,42.5,Thick,None,,,None,,,I.D.J. Corp,USA,Illinois,SI2+ No Carb,1-312-236-9133,,ron@idj.com,0.4416023166,2072,915,55.84%
118643200,LL0839,Round,0.5,H,,,,,SI2,Very Good,GIA,5171780266,http://88.99.93.89/disimage/cert/LL0839.PDF,,,1582,791,Very Good,Very Good,5.15x5.14x3.06,59.5,61,14,42.5,Thin / Medium,,,,None,,,DIAMANTAIRE BVBA,Belgium,,WHITE/ NON GREEN/ NO MILKY / EYECLEAN,+32 477 294 397,,diamantairebvba@gmail.com,0.9081515499,871.2,791,9.21%
118224709,144282,Round,0.5,I,,,,,SI2,Very Good,GIA,2244675093,http://DiamondTransactions.net/icp?di=118224709,,,1584,792,Very Good,Very Good,5.08x5.02x3.17,62.8,59,0.15,43.5,Medium / Slightly Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.3981900452,1989,792,60.18%
114988537,136422,Round,0.51,F,,,,,SI2,Excellent,GIA,1238507224,http://DiamondTransactions.net/icp?di=114988537,,,1872,954.72,Excellent,Very Good,5.12x5.07x3.2,62.7,57,0.16,43.5,Medium / Slightly Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.9627016129,991.85,954.72,3.74%
118100516,613494,Round,0.52,I,,,,,SI2,Excellent,GIA,2161448706,http://DiamondTransactions.net/icp?di=118100516,,,1870,972.4,Excellent,Excellent,5.16x5.18x3.21,62,57,14.5,44,Medium,None,,,None,,,Windiam,USA,New York,,32-3-2266444,,katrien@windiam.net,0.3928860146,2474,972.4,60.70%
114971402,28322,Round,0.52,H,,,,,VS2,Excellent,GIA,1172522110,http://DiamondTransactions.net/icp?di=114971402,,,2390,1242.8,Excellent,Excellent,5.24x5.21x3.16,60.5,57,,,Medium / Slightly Thick,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.3938529785,3156,1242.8,60.62%
117434398,SD-19076,Round,0.52,H,,,,,VS2,Excellent,GIA,6211920876,http://DiamondTransactions.net/icp?di=117434398,http://DiamondTransactions.net/ici?di=117434398,,2652,1379.04,Excellent,Excellent,5.2x5.15x3.2,61.8,58,14.5,44,,None,,,None,,,Selected Diamond Traders Ltd.,Israel,,,972-3-6120417,,moshe@selecteddiamond.com,0.4369455006,3156,1379.04,56.30%
117520557,SD-19919,Round,0.52,H,,,,,VS2,Excellent,GIA,5223896398,http://DiamondTransactions.net/icp?di=117520557,http://DiamondTransactions.net/ici?di=117520557,,2550,1326,Excellent,Excellent,5.16x5.15x3.19,61.9,57,15.5,43,Medium,None,,,None,,,Selected Diamond Traders Ltd.,Israel,,,972-3-6120417,,moshe@selecteddiamond.com,0.4201520913,3156,1326,57.98%
118138887,2227247225,Round,0.52,H,,,,,VS2,Excellent,GIA,2227247225,http://DiamondTransactions.net/icp?di=118138887,http://stock1.bluestardiamonds.in/DiamondDetailNoMaster.aspx?sno=2227247225,,2389,1242.28,Excellent,Excellent,5.14x5.13x3.21,62.6,57,,,,,,,None,,,Blue Star,Belgium,,,-209890,,vimal@antwerpstardiamonds.com,0.3935361217,3156,1242.28,60.64%
118431779,A61475,Round,0.52,H,,,,,VS2,Excellent,GIA,2237662264,http://DiamondTransactions.net/icp?di=118431779,,,2675,1391,Excellent,Excellent,5.18x5.14x3.2,62,57,,,Thin / Slightly Thick,,,,None,,,Argaman Diamonds,USA,California,Crystal,+1-(800) 449-7089,,kate@argamand.com,0.440747782,3156,1391,55.93%
118858727,55330535,Round,0.52,H,,,,,VS2,Excellent,GIA,5243826634,http://DiamondTransactions.net/icp?di=118858727,,,2482,1290.64,Excellent,Excellent,5.12x5.13x3.21,62.6,56,16,43,Medium,None,,,None,,,K.G.K Diamonds (Belgium),Belgium,,55330535,3232131157,,sales.antwerp@kgkmail.com,0.4090621039,3156,1290.64,59.11%
118882841,MK750,Round,0.52,H,,,,,VS2,Excellent,GIA,2171688749,http://DiamondTransactions.net/icp?di=118882841,,,2576,1339.52,Excellent,Excellent,5.18x5.17x3.18,61.4,58,15,43,Medium,None,,,None,,,Sagar Star Corp,USA,New York,IDR HCA 1.7 EX H&A VS2++ NO BLACK,1-212-730-7100,,sagarstarcorp@gmail.com,0.4245880862,3156,1339.52,57.56%
106251107,475-1722,Round,0.52,H,,,,,VS2,Excellent,GIA,1166344917,http://DiamondTransactions.net/icp?di=106251107,,,2890,1502.8,Excellent,Excellent,5.16x5.14x3.21,62.3,54,34.5,40.8,Medium / Slightly Thick,,,,None,,,M. Aharonoff Co. Inc.,USA,New York,,1-212-869-8766,,haharonoff@gmail.com,0.4762357414,3156,1502.8,52.38%
118138863,7201249773,Round,0.52,G,,,,,VS2,Good,GIA,7201249773,http://DiamondTransactions.net/icp?di=118138863,http://stock1.bluestardiamonds.in/DiamondDetailNoMaster.aspx?sno=7201249773,,1994,1036.88,Excellent,Very Good,4.93x4.92x3.26,66.2,55,,,,,,,None,,,Blue Star,Belgium,,,-209890,,vimal@antwerpstardiamonds.com,0.2874965345,3607,1036.88,71.25%
117288805,141207,Round,0.52,F,,,,,SI2,Very Good,GIA,1182041156,http://DiamondTransactions.net/icp?di=117288805,,,1872,973.44,Excellent,Very Good,5.18x5.13x3.23,62.6,57,0.16,43,Very Thin / Slightly Thick,,,,None,,,Protea Diamonds Co. Ltd.,Israel,,,972-3-7518460,,office@protea1984.com,0.3915492958,2485,973.44,60.83%
116548937,39865R,Round,0.52,H,,,,,VS2,Excellent,GIA,5171693335,http://DiamondTransactions.net/icp?di=116548937,,http://www.diamondstar.com/Certificates/39865R.JPG,2278,1184.56,Very Good,Very Good,5.24x5.22x3.15,60.2,59,14.5,42.5,Thin / Medium,None,,,None,,,Diamondstar Inc.,USA,New York,GIA EX CUT,1-212-888-2354,,sudhen@diamondstar.com,0.3877617801,3056,1184.56,61.24%
117729869,43165,Round,0.52,I,,,,,VS2,Excellent,GIA,1182087173,http://DiamondTransactions.net/icp?di=117729869,,,2150,1118,Very Good,Excellent,5.2x5.16x3.19,61.6,57,,,Medium / Slightly Thick,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.4239666287,2637,1118,57.60%
118643188,LL0811,Round,0.52,H,,,,,VS2,Good,GIA,1172780054,http://88.99.93.89/disimage/cert/LL0811.PDF,,,2004,1042.08,Very Good,Very Good,5.16x5.15x3.14,61,59,15,41.5,Medium / Slightly Thick,,,,None,,,DIAMANTAIRE BVBA,Belgium,,WHITE/ NON GREEN/ NO MILKY / EYECLEAN,+32 477 294 397,,diamantairebvba@gmail.com,0.3409685864,3056,1042.08,65.90%
118326234,43788,Round,0.52,G,,,,,SI2,Very Good,GIA,2181113082,http://DiamondTransactions.net/icp?di=118326234,,,1775,923,Very Good,Good,5.25x5.21x3.15,60.3,61,,,Thin / Thick,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.3861924686,2390,923,61.38%
115742544,IM-20-060-MIX-17,Round,0.52,H,,,,,VS2,Very Good,GIA,2175860358,http://DiamondTransactions.net/icp?di=115742544,,,2500,1300,Very Good,Very Good,5.2x5.17x3.12,60.2,58,14.5,42,,None,,,None,,,E.Landau International ,Israel,,,972-3-5755598,,office@elandau.net,0.4253926702,3056,1300,57.46%
118643187,LL0806,Round,0.52,H,,,,,VS2,Very Good,GIA,1176775921,http://88.99.93.89/disimage/cert/LL0806.PDF,,,2208,1148.16,Very Good,Very Good,5.16x5.14x3.12,60.6,62,13,43,Slightly Thick / Thick,,,,None,,,DIAMANTAIRE BVBA,Belgium,,WHITE/ NON GREEN/ NO MILKY / EYECLEAN,+32 477 294 397,,diamantairebvba@gmail.com,0.3756544503,3056,1148.16,62.43%
118001339,43360,Round,0.53,F,,,,,SI1,Excellent,GIA,1182087725,http://DiamondTransactions.net/icp?di=118001339,,,2415,1279.95,Excellent,Excellent,5.24x5.22x3.21,61.4,57,,,Thin / Medium,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.7757575758,1650,1279.95,22.43%
107080268,475-1768,Round,0.53,G,,,,,SI1,Excellent,GIA,2186802673,http://DiamondTransactions.net/icp?di=107080268,,,2480,1314.4,Excellent,Excellent,5.28x5.26x3.18,60.3,60,31.5,41.8,Medium / Slightly Thick,,,,None,,,M. Aharonoff Co. Inc.,USA,New York,,1-212-869-8766,,haharonoff@gmail.com,0.8860418071,1483,1314.4,11.37%
118787297,SD-21304,Round,0.53,H,,,,,SI1,Excellent,GIA,2185049462,http://DiamondTransactions.net/icp?di=118787297,,,2233,1183.49,Excellent,Excellent,5.21x5.19x3.18,61.2,59,14.5,43,,None,,,None,,,Selected Diamond Traders Ltd.,Israel,,,972-3-6120417,,moshe@selecteddiamond.com,0.7676833225,1541,1183.49,23.20%
117336486,41440,Round,0.53,I,,,,,SI1,Excellent,GIA,2186358537,http://DiamondTransactions.net/icp?di=117336486,,,1935,1025.55,Excellent,Excellent,5.2x5.17x3.24,62.6,55,,,Medium / Slightly Thick,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.8860103627,1158,1025.55,11.44%
118797252,RX10496/(-296R),Round,0.53,F,,,,,SI2,Excellent,GIA,7226367588,http://DiamondTransactions.net/icp?di=118797252,,,1820,964.6,Excellent,Excellent,5.26x5.24x3.16,60.2,60,,,,,,,None,,,Bass Premier Co.,United Kingdom,,,-2422441,,david@basspremier.com,0.6743535989,1431,964.6,32.59%
117435113,SD-20216,Round,0.53,F,,,,,SI2,Excellent,GIA,1233026108,http://DiamondTransactions.net/icp?di=117435113,,,2002,1061.06,Excellent,Excellent,5.2x5.18x3.22,62.1,57,15,43.5,Medium,None,,,None,,,Selected Diamond Traders Ltd.,Israel,,,972-3-6120417,,moshe@selecteddiamond.com,0.7414395528,1431,1061.06,25.85%
118357002,41457,Round,0.53,G,,,,,SI2,Excellent,GIA,5173772819,http://DiamondTransactions.net/icp?di=118357002,,,1895,1004.35,Excellent,Excellent,5.19x5.17x3.2,61.9,59,,,Medium / Slightly Thick,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.7492537313,1340,1004.35,25.05%
118622108,RX09814/(-219R),Round,0.53,G,,,,,SI2,Excellent,GIA,7238996617,http://DiamondTransactions.net/icp?di=118622108,,,1675,887.75,Excellent,Excellent,5.12x5.14x3.23,63,56,,,,,,,None,,,Bass Premier Co.,United Kingdom,,,-2422441,,david@basspremier.com,0.6626865672,1340,887.75,33.75%
118907817,RX09796/(-269R),Round,0.53,G,,,,,SI2,Excellent,GIA,1235684560,http://DiamondTransactions.net/icp?di=118907817,,,1675,887.75,Excellent,Excellent,5.18x5.2x3.19,61.4,58,,,,,,,None,,,Bass Premier Co.,United Kingdom,,,-2422441,,david@basspremier.com,0.6626865672,1340,887.75,33.75%
118450200,29900,Round,0.53,G,,,,,SI2,Excellent,GIA,6173912545,http://DiamondTransactions.net/icp?di=118450200,,,2000,1060,Excellent,Excellent,5.24x5.25x3.14,59.7,60,,,,,,,None,,,M & D Pienica Bvba,Belgium,,,-2333835,,serge@mdpienica.com,0.7910447761,1340,1060,20.90%
118450201,29901,Round,0.53,G,,,,,SI2,Excellent,GIA,6242382050,http://DiamondTransactions.net/icp?di=118450201,,,2000,1060,Excellent,Excellent,5.17x5.21x3.22,62,58,,,,,,,None,,,M & D Pienica Bvba,Belgium,,,-2333835,,serge@mdpienica.com,0.7910447761,1340,1060,20.90%
117432958,SD-14706,Round,0.53,H,,,,,SI2,Excellent,GIA,2188253211,http://DiamondTransactions.net/icp?di=117432958,,,1872,992.16,Excellent,Excellent,5.26x5.24x3.19,60.8,57,15,43,,None,,,None,,,Selected Diamond Traders Ltd.,Israel,,,972-3-6120417,,moshe@selecteddiamond.com,0.7823343849,1268,992.16,21.75%
117148697,39550,Round,0.53,F,,,,,VS2,Excellent,GIA,2175877497,http://DiamondTransactions.net/icp?di=117148697,,,2735,1449.55,Excellent,Excellent,5.3x5.28x3.16,59.6,60,,,Thin / Slightly Thick,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.7428278689,1952,1449.55,25.74%
118882831,MK742,Round,0.53,F,,,,,VS2,Excellent,GIA,5171688850,http://DiamondTransactions.net/icp?di=118882831,,,2611,1383.83,Excellent,Excellent,5.16x5.13x3.24,62.9,56,16,43,,None,,,None,,,Sagar Star Corp,USA,New York,H&A VS2++ NO BLACK,1-212-730-7100,,sagarstarcorp@gmail.com,0.7090163934,1952,1383.83,29.11%
118882849,MK344,Round,0.53,F,,,,,VS2,Excellent,GIA,2171582948,http://DiamondTransactions.net/icp?di=118882849,,,2611,1383.83,Excellent,Excellent,5.23x5.22x3.22,61.6,57,15,43,,None,,,None,,,Sagar Star Corp,USA,New York,HCA 1.4 EX H&A VS2+ NO BLACK,1-212-730-7100,,sagarstarcorp@gmail.com,0.7090163934,1952,1383.83,29.11%
106250962,475-1645,Round,0.53,F,,,,,VS2,Excellent,GIA,5151862627,http://DiamondTransactions.net/icp?di=106250962,,,3230,1711.9,Excellent,Excellent,5.17x5.21x3.2,61.6,61,,,Medium,None,,,None,,,M. Aharonoff Co. Inc.,USA,New York,,1-212-869-8766,,haharonoff@gmail.com,0.8770491803,1952,1711.9,12.30%
114973848,37733,Round,0.53,G,,,,,VS2,Excellent,GIA,2171784135,http://DiamondTransactions.net/icp?di=114973848,,,2635,1396.55,Excellent,Excellent,5.3x5.28x3.15,59.5,59,,,Thin / Medium,None,,,None,,,White Pine Trading LLC,USA,New York,,6467580262,,certs@whitepinediamonds.com,0.7795758929,1792,1396.55,22.07%
